,ID,Type,Language_1,Lexeme_1,Meaning_1,Direction,Language_2,Lexeme_2,Meaning_2
40808,shift2934, Syncretism,Tigre,ḳəwaʕ,raven,—,Tigre,ḳəwaʕ,crow
40809,shift2934, Syncretism,Uighur,quzghun (قۇزغۇن),raven,—,Uighur,quzghun (قۇزغۇن),large crow
40810,shift2934, Syncretism,Yabem,aɔʔɔ,raven,—,Yabem,aɔʔɔ,crow
40811,shift2934, Syncretism,Yuwaalaraay,waaruu,raven,—,Yuwaalaraay,waaruu,crow
40838,shift2935, Polysemy,Akkadian,ṭābu,aromatic,→,Akkadian,ṭābu,"good, sweet, fresh, of good quality"
40839,shift2935, Polysemy,Classical Arabic,ṭāba,"to be good, pleasant, delightful",—,Classical Arabic,ṭāba,"to be delicious, sweet, savoury, in taste and in odour"
40840,shift2935, Polysemy,Geez,ḳədəw,"that has a good smell, sweet-smelling",→,Geez,ḳədəw,"pure, clear, neat, tidy, excellent, precious, choicest"
40844,shift2936, Polysemy,Geez,ṣeʔa,"to have a bad smell, stink",—,Geez,ṣeʔa,"to rot, putrefy"
40845,shift2936, Cognates,Geez,fəgug,"foul, fetid, rank ",—,Tigre,faggaga,"to putrify, to rot"
40846,shift2936, Polysemy,Khoekhoe,ǀō {ǀőó},to smell bad,—,Khoekhoe,ǀō {ǀőó},"to rot, putrefy"
40847,shift2936, Polysemy,Marathi,ubaṭa ,to smell bad,—,Marathi,ubaṭa ,to become musty and mouldy
40848,shift2936, Polysemy,Tofa,чыдығ,"putrid, rotten",—,Tofa,чыдығ,"stinking, stinky, smelly"
40854,shift2937, Polysemy,Classical Arabic,ṭāba ,"to be delicious, sweet, tasty",→,Classical Arabic,ṭāba ,to be savoury in odour  
40855,shift2937, Syncretism,Classical Arabic,ḳadiyy-,tasty,→,Classical Arabic,ḳadiyy-,fragrant
40856,shift2937, Polysemy,Geez,ṭəʕum,fragrant,←,Geez,ṭəʕum,"tasty, savoury"
40857,shift2937, Polysemy,Komi,чöскыд,"tasty, delicious",—,Komi,чöскыд,fragrant
40862,shift2938, Derivation,Classical Arabic,sāʕid-,fore arm,→,Classical Arabic,sāʕada,"to aid, assist, help"
40863,shift2938, Derivation,Classical Arabic,ʕaḍud-,"upper arm, upper half of the arm",→,Classical Arabic,ʕaḍada,"to assist, to aid"
40866,shift2939, Polysemy,Classical Arabic,sāʕid-,fore arm,→,Classical Arabic,sāʕid-,"a chief, upon whom people rely"
40868,shift2940, Polysemy,Classical Arabic,ṣaġīr-,"small, little",→,Classical Arabic,ṣaġīr-,"small, little in rank or dignity"
40869,shift2940, Derivation,English,small,"little, small",→,English,smallfolk,commoners
40870,shift2940, Polysemy,Javanese,cilik,small,→,Javanese,cilik,(people) poor; underprivileged
40874,shift2941, Polysemy,Classical Arabic,kabīr-,'big',→,Classical Arabic,kabīr-,'great in dignity and nobility'
40876,shift2942, Polysemy,Classical Arabic,faraġa,"'to be empty, vacant'",→,Classical Arabic,faraġa,"'to cease, end, finish'"
40878,shift2943, Polysemy,Classical Arabic,saḳīm-,"diseased, disordered, sick",→,Classical Arabic,saḳīm-,"unsound, faulty"
40880,shift2944, Polysemy,Karaim,ак,white,→,Karaim,ак,pure
40881,shift2944, Polysemy,Serbian,бео (beo),white,→,Serbian,бео (beo),pure
40882,shift2944, Polysemy,Ukrainian,білий,white,→,Ukrainian,білий,pure
40883,shift2944, Polysemy,Ukrainian,білий,белый чистый,—,Ukrainian,білий,белый
40888,shift2945, Polysemy,Abaza,цкьа,pure,→,Abaza,цкьа,"honest, truthful"
40889,shift2945, Polysemy,Mandarin Chinese,chún (純),pure,→,Mandarin Chinese,chún (純),"honest, sincere"
40890,shift2945, Polysemy,Serbian,чист (čist),pure,→,Serbian,чист (čist),"honest, sincere "
40894,shift2946, Polysemy,Komi,петны,to go out,→,Komi,петны,"to fall (rain, snow)"
40896,shift2947, Polysemy,Finongan,bobo,to come,→,Finongan,bobo,to fall (of rain)
40897,shift2947, Polysemy,Korean,oda (오다),"to come, to move towards the speaker",→,Korean,oda (오다),"to fall (of rain, snow)"
40898,shift2947, Polysemy,Mongolian (Khalkha),oro-,to enter,→,Mongolian (Khalkha),oro-,"to fall (snow, rain)"
40899,shift2947, Polysemy,Numanggang,lau⁵³,to come,→,Numanggang,lau⁵³,to fall (of rain)
40900,shift2947, Polysemy,White Hmong (Hmong Daw),los,to come,→,White Hmong (Hmong Daw),los nag ,"to fall (of rain, snow)"
40906,shift2948, Polysemy,Latin,acer,sharp,→,Latin,acer,"acting vigorously, energetic, active, brave; excited, keen, eager, enthusiastic; passionate, excitable"
40907,shift2948, Polysemy,Sanskrit,tīvrá,sharp,→,Sanskrit,tīvrá,fervent
40910,shift2949, Cognates,Russian,рот (rot),mouth,—,Serbian,рт (rt),cape
40911,shift2949, Cognates,Russian,рот (rot),mouth,—,Croatian,rt,cape
40914,shift2950, Cognates,Russian,rot,mouth,—,Bulgarian,răt,hill
40916,shift2951, Cognates,Aghul,k'ent'ʷ,lip,→,Aghul,k'ent'ʷ,"hill, stack"
40917,shift2952, Polysemy,Udi,bades,to put inside,→,Udi,bades,to bake
40919,shift2953, Polysemy,Geez,haf,heat,—,Geez,haf,sweat
40920,shift2953, Cognates,Russian,зной,heat (n.),—,Serbian,зноj (znoj),sweat
40921,shift2953, Cognates,Russian,зной,heat (n.),—,Croatian,znoj,sweat
40925,shift2954, Polysemy,German,Schweiß,"sweat, perspiration",→,German,Schweiß,(hunting) blood of the game
40926,shift2954, Polysemy,Japanese,ase (汗),sweat,→,Japanese,ase (汗),blood
40929,shift2955, Polysemy,Godoberi,hanla,"sweat, perspiration",→,Godoberi,hanla,forehead
40931,shift2956, Polysemy,Ancient Greek,ἱδρώς,sweat,—,Ancient Greek,ἱδρώς,"exudation of trees, gum, resin"
40933,shift2957, Polysemy,Serbian,скуп (skup),expensive,—,Serbian,скуп (skup),greedy
40935,shift2958, Polysemy,Serbo-Croatian,snaga,force,—,Serbo-Croatian,snaga,purity (reg.)
40937,shift2959, Polysemy,Komi-Permyak,лысин,strength,—,Komi-Permyak,лысин,body
40938,shift2959, Polysemy,Serbo-Croatian,snaga,force,—,Serbo-Croatian,snaga,body (reg.)
40941,shift2960, Polysemy,Amharic,ḳäṭäḳḳäṭä,"to pound, beat",→,Amharic,ḳäṭäḳḳäṭä,to castrate by crushing the testicles
40942,shift2960, Polysemy,Serbian,тући (tući),"to beat, hit",→,Serbian,тући (tući),"to castrate, geld"
40945,shift2961, Polysemy,Croatian,tetiva,bow-string,—,Croatian,tetiva,tendon
40946,shift2961, Polysemy,Serbian,тетива (tetiva),bow-string,—,Serbian,тетива (tetiva),tendon
40947,shift2961, Polysemy,Turkish,kiriş,bow string,—,Turkish,kiriş,tendon
40948,shift2961, Polysemy,Turkish,veter,bow-string,—,Turkish,veter,tendon
40953,shift2962, Polysemy,Croatian,tikva,pumpkin,→,Croatian,tikva,diamonds (in cards)
40955,shift2963, Polysemy,Serbian,угасити (ugasiti),to extinguish,→,Serbian,угасито- (ugasito-),dark (adj.)
40957,shift2964, Polysemy,Ancient Greek,βαθύς,thick (substance),—,Ancient Greek,βαθύς,dark
40958,shift2964, Polysemy,Turkish,koyu,thick,—,Turkish,koyu,"dark, rich (colour)"
40961,shift2965, Polysemy,Ancient Greek,βαθύς,deep,—,Ancient Greek,βαθύς,dark (colour)
40962,shift2965, Polysemy,English,deep,deep,—,English,deep,"dark, rich (colour)"
40963,shift2965, Polysemy,Mandarin Chinese,深 (shēn),deep,→,Mandarin Chinese,深 (shēn),dark (colour)
40967,shift2966, Derivation,Croatian,uza,knot ,→,Croatian,uže,"rope, string, cord, lashing"
40968,shift2966, Derivation,Serbian,уза (uza),knot,→,Serbian,уже (uže),"rope, string, cord, lashing"
40971,shift2967, Polysemy,Karata,k'aru,knot,—,Karata,k'aru,log
40973,shift2968, Polysemy,Karata,k'ark'an,egg,—,Karata,k'ark'an,ball (wool)
40975,shift2969, Derivation,Ancient Hebrew,mihar (pi'el-stem),to hasten  ,—,Ancient Hebrew,māhīr,"skilful, experienced  "
40976,shift2969, Cognates,Arabic,faṭina (فَطِنَ),"to be intelligent, sagacious",—,Geez,faṭana ,"to be fast, be swift "
40977,shift2969, Cognates,Serbian,хитар (hitar),quick,—,Russian,хитрый (hitryj),"cunning, sly"
40981,shift2970, Polysemy,Serbo-Croatian,ceo,"whole, integer",→,Serbo-Croatian,ceo,pure
40983,shift2971, Derivation,Belarusan,шып,thorn,→,Belarusan,шыпшына,dog-rose
40984,shift2971, Derivation,Croatian,šip,thorn,→,Croatian,šipak,dog-rose
40985,shift2971, Derivation,Komi,жель,thorn,→,Komi,жельнӧг,(dialect) dog-rose
40986,shift2971, Derivation,Komi-Permyak,жель,"thorn, splinter (stuck in a body)",→,Komi-Permyak,жельнӧг,dog-rose
40987,shift2971, Semantic evolution,Latin,aculeus,"thorn, spine",→,Old French,aiglant,wild rosebush
40988,shift2971, Derivation,Meadow Mari,шуан,thorny,→,Meadow Mari,шуанвондо,dog-rose
40989,shift2971, Polysemy,Nanai,сэпэриэктэ,thorn,→,Nanai,сэпэриэктэ,dog-rose
40990,shift2971, Derivation,Russian,шип (šip),thorn,→,Russian,шиповник (šipovnik),dogrose
40991,shift2971, Derivation,Serbian,шип (šip),thorn,→,Serbian,шипак (šipak),dog-rose
40992,shift2971, Derivation,Ukrainian,шип,thorn,→,Ukrainian,шипшина,dog-rose
41003,shift2972, Internal cognates,Russian,тощий,empty,—,Russian,тошнит (tošnit),to be sick to one's stomach
41005,shift2973, Polysemy,Polish,myszka,mouse,→,Polish,myszka,birthmark
41007,shift2974, Cognates,Polish,gadać,"to chat, to say, to interpret",—,Russian,gadat',to tell fortune
41009,shift2975, Cognates,Russian,лить (lit’),to pour,→,Serbian,пролив (proliv),faeces
41010,shift2975, Cognates,Russian,лить (lit’),to pour,→,Croatian,proljev,faeces
41013,shift2976, Derivation,Russian,lit',to pour,→,Russian,liven',heavy rain
41015,shift2977, Derivation,Belarusan,мак,poppy (Papaver somniferum),→,Belarusan,макушка,"top, upper part"
41016,shift2977, Derivation,Russian,мак (mak),poppy,→,Russian,макушка (makuška),top of the head
41017,shift2977, Derivation,Ukrainian,мак,poppy (Papaver),→,Ukrainian,макушка,"(dialect) top, upper part"
41021,shift2978, Polysemy,English,poppy,poppy,→,English,poppy,red
41023,shift2979, Derivation,Old East Slavic,малыи,small,→,Old East Slavic,малица,girl
41024,shift2979, Semantic evolution,Sanskrit,álpa (अल्प),"little, small",→,Assamese,api (আপী),girl
41025,shift2979, Derivation,Spanish,chica,"little, small (fem.)",→,Spanish,chica,girl
41029,shift2980, Derivation,Croatian,mali,"little, small",→,Croatian,malik,"devil, satan"
41031,shift2981, Polysemy,Balinese,kacing," little, low, inconsiderable",→,Balinese,kacing,little finger
41032,shift2981, Derivation,Breton,bihan,"little, small",→,Breton,biz-bihan,little finger
41033,shift2981, Derivation,Crimean Tatar,kiçik,"little, small",→,Crimean Tatar,kiçik parmaq ,little finger
41034,shift2981, Derivation,Croatian,mali,"little, small",→,Croatian,malić,little finger 
41035,shift2981, Derivation,Czech,malý,"little, small",→,Czech,malý,malík
41036,shift2981, Derivation,Danish,lille,"little, small",→,Danish,lillefinger,little finger
41037,shift2981, Derivation,English,little,little,→,English,little finger,little finger
41038,shift2981, Derivation,Estonian,väike,small,→,Estonian,väike sõrm,little finger
41039,shift2981, Derivation,Finnish,pikku,"little, small",→,Finnish,pikkusormi,little finger
41040,shift2981, Derivation,French,petit,"little, small",→,French,petit doigt,little finger
41041,shift2981, Derivation,German,klein,"little, small",→,German,kleiner Finger,little finger
41042,shift2981, Derivation,Hill Mari,изи,"little, small",→,Hill Mari,изиварня,little finger
41043,shift2981, Derivation,Irish Gaelic,beag,"little, small",→,Irish Gaelic,méar bheag,little finger
41044,shift2981, Derivation,Lezgian,гъвечи,"little, small",→,Lezgian,гъвечи тIуб,little finger
41045,shift2981, Derivation,Malak-Malak,witjbi,"little, small",→,Malak-Malak,ngenyilwitjbi,little finger (lit. finger + little)
41047,shift2981, Derivation,Mandarin Chinese,xiǎo (小),"little, small",→,Mandarin Chinese,xiǎozhǐ (小指),little finger
41048,shift2981, Polysemy,Maori,koroiti," small, unimportant, little, minute, tiny, diminutive, petite, trivial, insignificant",→,Maori,koroiti,"little finger, little toe"
41049,shift2981, Polysemy,Modern Greek,μικρός,"little, small",→,Modern Greek,μικρός,little finger
41050,shift2981, Derivation,Norwegian,lille,"little, small",→,Norwegian,lillefinger,little finger
41051,shift2981, Derivation,Norwegian,vesle,"little, small",→,Norwegian,veslefinger,little finger
41052,shift2981, Derivation,Polish,mały,"little, small",→,Polish,mały palec,little finger
41053,shift2981, Polysemy,Portuguese,mínimo,    minimum (to the lowest degree),→,Portuguese,mínimo,little finger
41054,shift2981, Derivation,Romanian,mic,"little, small",→,Romanian,deget mic,little finger
41055,shift2981, Derivation,Selkup,кыба,"little, small",→,Selkup,кыба мун,little finger
41056,shift2981, Derivation,Serbian,мали (mali),"little, small",→,Serbian,малић (malić),little finger
41057,shift2981, Derivation,Shan,ʔɔn2,"small, little; young",→,Shan,niw5 ʔɔn2,little finger
41058,shift2981, Derivation,Swedish,liten,"little, small",→,Swedish,lillfinger,little finger
41059,shift2981, Derivation,Tamil,ciṟu,"little, small",→,Tamil,ciṟu-viral ,little finger
41060,shift2981, Derivation,Thai,gɔ̂i,small,→,Thai,níu-gɔ̂ɔi,little finger
41061,shift2981, Derivation,Turkish,küçük,"little, small",→,Turkish,küçük parmak,little finger
41062,shift2981, Derivation,Welsh,byr,"short, small, brief, concise, condensed",→,Welsh,byrfys,little finger
41095,shift2982, Derivation,Hill Mari,ӹнгӹж,raspberry,→,Hill Mari,шим ӹнгӹж,blackberry
41096,shift2982, Derivation,Russian,малина (malina),raspberry,→,Russian,чёрная малина (černaja malina),(dialect) blackberry
41099,shift2983, Cognates,Russian,малина (malina),raspberry,→,Russian,малина (malina),(dialect) wild strawberry
41101,shift2984, Derivation,Itelmen,уљуљаӽ,"little, small",→,Itelmen,ульлюля,boy (recorded in 1878-1883 by Benedykt Dybowski)
41102,shift2984, Derivation,Old East Slavic,малыи,small,→,Russian,мальчик,boy
41103,shift2984, Polysemy,Spanish,chico,"little, small",→,Spanish,chico,boy
41107,shift2985, Derivation,Russian,maslo,oil,→,Russian,maslenok,oil
41109,shift2986, Cognates,Russian,mazat',to spread,→,Russian,maslo,butter
41111,shift2987, Derivation,Armenian,mayr (մայր),mother,→,Armenian,mayrcʿamakʿ (մայրցամաք),continent
41112,shift2987, Derivation,Russian,мать (mat'),mother,→,Russian,материк (materik),continent
41113,shift2987, Derivation,Turkish,ana,mother,→,Turkish,anakara,continent
41117,shift2988, Semantic evolution,Latin,dominus,"the master of a household, estate, or other property, owner, proprietor",→,Italian,donna,woman
41119,shift2990, Semantic evolution,Latin,largus,"1) Munificent, generous, bountiful, lavish; 2) Furnished liberally, plentiful, bounteous, unstinted, copious",→,Spanish,largo,long
41121,shift2991, Semantic evolution,Latin,largus,"1) Munificent, generous, bountiful, lavish; 2) Furnished liberally, plentiful, bounteous, unstinted, copious",→,Italian,largo,wide
41122,shift2991, Semantic evolution,Latin,largus,"abundant, plentiful, copious",→,French,large,"wide, broad"
41123,shift2991, Semantic evolution,Latin,largus,"abundant, plentiful, copious",→,Portuguese,largo,"wide, broad"
41127,shift2992, Polysemy,Latin,spissus,"(of progress, etc.) Laborious, sluggish, slow",—,Latin,spissus,"(of substances) dense, solid, compact, (of liquids) thick, viscous"
41129,shift2993, Polysemy,Portuguese,parvo,"small, unimportant, insignificant,",→,Portuguese,parvo,"stupid, dim"
41131,shift2994, Polysemy,Andi,реша,tree,—,Andi,реша,beam
41132,shift2994, Polysemy,Colorado (Tsafiki),c̷i'ˀde,tree,—,Colorado (Tsafiki),c̷i'ˀde,beam
41133,shift2994, Polysemy,Mocoví,ḳoʔpaḳ,tree,→,Mocoví,ḳoʔpaḳ,beam
41134,shift2994, Semantic evolution,Old English,beám,a tree,→,English,beam,"a long heavy piece of wood or metal used in building houses, bridges etc"
41135,shift2994, Polysemy,Old English,trēow,tree,→,Old English,trēow,beam
41136,shift2994, Polysemy,Old High German,boum,tree,—,Old High German,boum,beam
41143,shift2995, Semantic evolution,Latin,fustis,"a stick, rod",→,French,fût,Tronc d'arbre dans sa partie droite et dépourvue de branches
41145,shift2996, Semantic evolution,Latin,labor,"work, labour, toil",→,Catalan,llavor,"grain, seed"
41147,shift2997, Semantic evolution,Latin,gula,the throat with its passages,→,Romanian,gură,mouth
41148,shift2997, Polysemy,Tsudakhar Dargwa,кІак,throat,—,Tsudakhar Dargwa,кІак,mouth
41151,shift2998, Semantic evolution,Portuguese,asa,handle,→,Portuguese,asa,wing
41153,shift2999, Polysemy,Spanish,manzana,apple,→,Spanish,manzana,city block
41155,shift3000, Cognates,Bokar,mok,penis,—,Mikir,mák,"vulva, labia, vagina"
41156,shift3000, Polysemy,Soqotri,ḥaym,penis,—,Soqotri,ḥaym,vagina
41159,shift3001, Cognates,Sulung,ɕək³³,mouth,—,Burmese,cok,"vagina, female private parts"
41161,shift3002, Cognates,Chepang,chyut,nest,—,Tha'oa,tat¹,womb
41162,shift3002, Cognates,Idu,su⁵⁵,nest,—,Zotung,ʃɯ¹,womb
41163,shift3002, Cognates,Lushai,bu,nest,—,Tangut,mbu,womb
41164,shift3002, Cognates,Newar,swa̩/swa̩n-,nest,—,Zotung,sʻwɛ⁵,womb
41169,shift3003, Polysemy,Burmese,hnut,mouth,—,Burmese,hnut,womb
41171,shift3004, Polysemy,Mikir,hem,house,—,Mikir,hem,womb
41173,shift3005, Polysemy,Romani,nakh,"nose, beak",↔,Romani,nakh,penis
41175,shift3006, Polysemy,Romani,šilado,broom,—,Romani,šilado,penis
41177,shift3007, Polysemy,Romani,mel,"dirt, filth",→,Romani,mel,penis
41179,shift3008, Polysemy,Classical Arabic,raḥim-,vulva,←,Classical Arabic,raḥim-,womb
41180,shift3008, Polysemy,Romani,mindž,"vagina, female sexual organ",→,Romani,mindž,womb
41183,shift3009, Polysemy,Romani,mindž,"vagina, female sexual organ",→,Romani,mindž,gir(-friend) (vulg.)
41185,shift3010, Polysemy,Thai,nguu (งู),snake,→,Thai,nguu (งู),(LGBT slang) penis
41186,shift3010, Polysemy,Thai,mang-gɔɔn (มังกร),(mythology) dragon; nāga; serpent; makara; (slang) large snake,→,Thai,mang-gɔɔn (มังกร),penis
41187,shift3010, Borrowing,Yiddish,shlang,snake,→,English,shlong,(U.S. slang) penis
41191,shift3011, Cognates,Khaling,yāng,nest,—,Tamang,kʰyaŋ,cradle
41193,shift3012, Polysemy,Bola (Austronesian),ŋuru,to kiss,—,Bola (Austronesian),ŋuru,to suck
41194,shift3012, Polysemy,Bolyu (Paliu),mpuit.33,to kiss,—,Bolyu (Paliu),mpuit.33,to suck
41195,shift3012, Polysemy,Chang,šep,kiss,—,Chang,šep,suck
41196,shift3012, Polysemy,Djabugay,maya-l,to kiss,—,Djabugay,maya-l,to suck
41197,shift3012, Polysemy,Gedaged,musi,to kiss,—,Gedaged,musi,to suck
41198,shift3012, Polysemy,Gunya,buḎa,to kiss,—,Gunya,buḎa,to suck
41199,shift3012, Polysemy,Gurdjar (Kurtjar),aagh mpi.lk,to kiss,—,Gurdjar (Kurtjar),aagh mpi.lk,to suck
41200,shift3012, Polysemy,Hlai (Baoting),ru:t.7,to kiss,—,Hlai (Baoting),ru:t.7,to suck
41201,shift3012, Polysemy,Lakkia,tuə:t.7,to kiss,—,Lakkia,tuə:t.7,to suck
41202,shift3012, Polysemy,Lengua (Enlhet),-pets-is-či,to kiss,—,Lengua (Enlhet),-pets-is-či,to suck
41203,shift3012, Derivation,Longgu,nono,to kiss,—,Longgu,nono-ʔi-,to suck
41204,shift3012, Polysemy,Lushai,foːp,kiss,—,Lushai,foːp,suck
41205,shift3012, Polysemy,Macushi,yuʔna,to kiss,—,Macushi,yuʔna,to suck
41206,shift3012, Polysemy,Malagasy,mitséntsitra,to kiss,—,Malagasy,mitséntsitra,to suck
